REQUESTID,DATETIMEINIT,SOURCE,DESCRIPTION,REQCATEGORY,STATUS,COUNCILDISTRICT,BEAT,PROBADDRESS,City,State,lat,long
983468,2/3/2020 9:54,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD2,15X,ATHOL PLAZA,Oakland,CA,37.79968421,-122.2547161
984153,2/5/2020 8:48,SeeClickFix,Homeless Encampment,HE_CLEAN,OPEN,CCD3,07X,1552 BEACH ST,Oakland,CA,37.82810267,-122.2908375
984602,2/6/2020 11:10,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,35X,2354 83RD AVE,Oakland,CA,37.760415,-122.1667681
985484,2/10/2020 8:41,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD1,12X,560 45TH ST,Oakland,CA,37.833399,-122.264901
987066,2/14/2020 13:02,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,32X,1525 105TH AVE,Oakland,CA,37.74009041,-122.1650786
988308,2/19/2020 16:25,Email,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,06X,29TH ST & MARTIN LUTHER KING JR WAY,Oakland,CA,37.81872504,-122.2711768
983716,2/3/2020 17:47,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD7,33X,1300 84TH AVE,Oakland,CA,37.753146,-122.1792705
986238,2/11/2020 16:02,Voicemail,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD5,23X,3600 ALAMEDA AVE,Oakland,CA,37.76824537,-122.2268082
985983,2/11/2020 9:36,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD2,19X,5TH AV & E 8TH ST,Oakland,CA,37.79275659,-122.2580358
987525,2/17/2020 14:00,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,08X,HARRISON ST,Oakland,CA,37.8194867,-122.254514
986163,2/11/2020 14:01,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD5,26X,4801 OAKPORT ST,Oakland,CA,37.76183545,-122.2153902
988512,2/20/2020 14:29,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,02Y,1550-1598 3RD ST,Oakland,CA,37.80325686,-122.2986889
983731,2/3/2020 20:03,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD5,20X,1431 25TH AVE,Oakland,CA,37.782693,-122.233446
983913,2/4/2020 13:03,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD1,12X,573-599 43RD ST,Oakland,CA,37.83247197,-122.2654295
988281,2/19/2020 14:38,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,02X,12TH ST & KIRKHAM ST,Oakland,CA,37.80883599,-122.2908361
986307,2/11/2020 20:42,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,07X,ALICIA ST,Oakland,CA,37.81797897,-122.2766394
983841,2/4/2020 10:44,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,08X,23RD ST & MARTIN LUTHER KING JR WAY,Oakland,CA,37.81325504,-122.2725368
986302,2/11/2020 20:20,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD6,30Y,2401 80TH AVE,Oakland,CA,37.76300713,-122.1687198
988335,2/20/2020 9:23,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD2,15X,2038 LAKESHORE AV,Oakland,CA,37.80405631,-122.2522889
989888,2/24/2020 18:22,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD5,23X,1704 40TH AVE,Oakland,CA,37.77613536,-122.2164923
987061,2/14/2020 12:54,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD2,19X,1363 EMBARCADERO,Oakland,CA,37.78676001,-122.2472073
983069,2/1/2020 9:12,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,14X,485 ELLITA AVE,Oakland,CA,37.80761081,-122.2552622
988516,2/20/2020 14:32,SeeClickFix,Homeless Encampment,HE_CLEAN,OPEN,CCD3,03Y,CASTRO ST & 8TH ST,Oakland,CA,37.80192504,-122.2797268
986862,2/13/2020 18:30,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,08X,574-658 23RD ST,Oakland,CA,37.81317953,-122.2719259
987439,2/16/2020 23:26,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,02X,1001-1299 KIRKHAM ST,Oakland,CA,37.80920945,-122.2907898
985684,2/10/2020 12:23,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,06X,898 30TH ST,Oakland,CA,37.82055361,-122.2763301
988220,2/19/2020 11:03,Voicemail,Homeless Encampment,HE_CLEAN,OPEN,CCD1,06X,GROVE SHAFTER PARK 3,Oakland,CA,37.82587095,-122.2693141
988592,2/20/2020 17:13,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,01X,283 4TH ST,Oakland,CA,37.795626,-122.271561
983543,2/3/2020 11:22,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,08X,2308 TELEGRAPH AVE,Oakland,CA,37.812672,-122.268454
988376,2/20/2020 11:38,Phone,Homeless Encampment,HE_CLEAN,CANCEL,CCD2,18X,FOOTHILL BLVD & 19TH AV,Oakland,CA,37.78812574,-122.2394505
988252,2/19/2020 12:50,Phone,Homeless Encampment,HE_CLEAN,CANCEL,CCD7,26Y,865 77TH AV,Oakland,CA,37.75219821,-122.1928001
987462,2/17/2020 8:40,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD2,03X,LAKESIDE PARK - 12TH STREET DAM AREA,Oakland,CA,37.79898453,-122.260788
990026,2/25/2020 8:39,Phone,Homeless Encampment,HE_CLEAN,CANCEL,CCD1,10Y,45TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,37.83357955,-122.2674602
987502,2/17/2020 13:07,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,33X,1340 83RD AVE,Oakland,CA,37.75440725,-122.179105
983855,2/4/2020 11:25,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,35X,9619 BURR ST,Oakland,CA,37.75225567,-122.1568481
985950,2/11/2020 8:34,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD4,25X,ALISO AV & FIELDBROOK RD,Oakland,CA,37.79461516,-122.18275
990299,2/25/2020 16:11,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD5,26X,4501 INTERNATIONAL BLVD,Oakland,CA,37.77136886,-122.2129182
984034,2/4/2020 16:24,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,32X,GOULD ST,Oakland,CA,37.740015,-122.1770722
983607,2/3/2020 13:35,SeeClickFix,Homeless Encampment,HE_CLEAN,OPEN,CCD5,20X,400 LANCASTER ST,Oakland,CA,37.77066852,-122.2302076
990440,2/26/2020 9:25,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,33X,1201 97TH AVE,Oakland,CA,37.743732,-122.1744285
983211,2/2/2020 9:14,SeeClickFix,Homeless Encampment,HE_CLEAN,OPEN,CCD1,12Y,FROG PARK,Oakland,CA,37.83999162,-122.2587763
986593,2/13/2020 9:12,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD2,15X,ATHOL PLAZA,Oakland,CA,37.79974869,-122.2546
989269,2/22/2020 13:02,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD6,30X,7768�7844 ARTHUR ST,Oakland,CA,37.7614142,-122.178154
985834,2/10/2020 16:04,Voicemail,Homeless Encampment,HE_CLEAN,OPEN,CCD2,14Y,MORCOM ROSE GARDEN,Oakland,CA,37.81930257,-122.2460498
985321,2/9/2020 14:19,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,32Y,9920 MACARTHUR BLVD,Oakland,CA,37.74715059,-122.156782
983612,2/3/2020 13:41,SeeClickFix,Homeless Encampment,HE_CLEAN,CLOSED,CCD2,19X,1231 6TH AVE,Oakland,CA,37.794987,-122.2536915
986075,2/11/2020 11:58,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,31Y,274 HEGENBERGER LOOP,Oakland,CA,37.73696834,-122.196384
990587,2/26/2020 13:50,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,08X,3423 TELEGRAPH AVE,Oakland,CA,37.82278075,-122.2662183
984729,2/6/2020 16:02,SeeClickFix,Homeless Encampment,HE_CLEAN,OPEN,CCD3,07X,UNION PLAZA,Oakland,CA,37.82591764,-122.2823175
984261,2/5/2020 12:05,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,07X,26TH ST & WILLOW ST,Oakland,CA,37.82102922,-122.2898353
991454,2/28/2020 23:59,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,08X,600 34TH ST,Oakland,CA,37.82314887,-122.2687813
990881,2/27/2020 11:30,SeeClickFix,Homeless Encampment,PARKING,CANCEL,CCD3,02Y,301-499 PERALTA ST,Oakland,CA,37.80454603,-122.2994075
987447,2/17/2020 6:50,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,07X,1510 32ND ST,Oakland,CA,37.823805,-122.2860735
984945,2/7/2020 12:59,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD6,35X,85TH AVE & DOWLING ST,Oakland,CA,37.758492,-122.1669495
987494,2/17/2020 12:30,SeeClickFix,Homeless Encampment,HE_CLEAN,OPEN,CCD3,07X,40TH ST & BEACH ST,Oakland,CA,37.828377,-122.289921
984582,2/6/2020 10:37,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,07X,34TH ST & WOOD ST,Oakland,CA,37.82470448,-122.2909745
985634,2/10/2020 11:17,Phone or Email,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD6,27Y,5902 HOLWAY ST,Oakland,CA,37.76777764,-122.1955866
986108,2/11/2020 12:50,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,03X,BROADWAY & 5TH ST,Oakland,CA,37.79815504,-122.2750268
983324,2/2/2020 19:25,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,06X,30TH ST & MARTIN LUTHER KING JR WAY,Oakland,CA,37.81964504,-122.2709468
984474,2/6/2020 7:44,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,31Z,9899 BERNHARDT DR,Oakland,CA,37.73069228,-122.1869033
987838,2/18/2020 12:30,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD5,16Y,14TH AVE & MACARTHUR BLVD,Oakland,CA,37.80102504,-122.2259768
985078,2/7/2020 21:09,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,05Y,WOOD ST & 20TH ST,Oakland,CA,37.81734504,-122.2945268
983292,2/2/2020 14:28,SeeClickFix,Homeless Encampment,HE_CLEAN,OPEN,CCD2,03X,1100 JACKSON ST,Oakland,CA,37.80008974,-122.2663978
988024,2/18/2020 17:00,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD6,26Y,SEMINARY AVE & INTERNATIONAL BLVD,Oakland,CA,37.76508504,-122.1995468
990832,2/27/2020 10:16,Email,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,05X,1004 21ST ST,Oakland,CA,37.81387673,-122.2812476
987516,2/17/2020 13:43,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,06X,34TH ST & MARTIN LUTHER KING JR WY,Oakland,CA,37.82338324,-122.2700379
987746,2/18/2020 9:52,Phone or Email,Homeless Encampment,HE_CLEAN,OPEN,CCD4,22X,2411 MACARTHUR BLVD,Oakland,CA,37.79974236,-122.2139164
987543,2/17/2020 15:12,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,26X,5590 OAKPORT ST,Oakland,CA,37.76087115,-122.2145225
983252,2/2/2020 11:20,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,09X,64 MACARTHUR BLVD,Oakland,CA,37.82123565,-122.254698
986539,2/13/2020 7:43,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,31Z,9819�9899 BERNHARDT DR,Oakland,CA,37.731395,-122.1868967
988717,2/21/2020 6:40,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD1,12X,570-598 43RD ST,Oakland,CA,37.83242778,-122.2653889
987374,2/16/2020 13:50,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD2,19X,1440 12TH AVE,Oakland,CA,37.790946,-122.247153
987322,2/16/2020 9:43,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD3,08X,622 34TH ST,Oakland,CA,37.82314887,-122.2687813
988511,2/20/2020 14:26,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD3,14X,LAKESIDE PARK,Oakland,CA,37.81062167,-122.2602217
990383,2/26/2020 7:27,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD2,14X,GRAND AVE & MACARTHUR BLVD,Oakland,CA,37.81016504,-122.2487668
985716,2/10/2020 13:07,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD2,19X,845 E 10TH ST,Oakland,CA,37.79116802,-122.2537982
988776,2/21/2020 6:40,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD2,04X,LAKESIDE PARK,Oakland,CA,37.8009491,-122.2619553
983253,2/2/2020 11:20,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD2,15X,709 MACARTHUR BLVD,Oakland,CA,37.80788479,-122.2424143
986407,2/12/2020 12:20,SeeClickFix,Homeless Encampment,HE_CLEAN,CANCEL,CCD5,26X,344 HIGH ST,Oakland,CA,37.76541696,-122.2235039
988574,2/20/2020 16:20,Phone,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD6,26Y,920 66TH AV,Oakland,CA,37.7570106,-122.2002894
990113,2/25/2020 10:45,SeeClickFix,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD6,26X,500 INDEPENDENT RD,Oakland,CA,37.75576503,-122.2079954
990428,2/26/2020 9:07,Phone or Email,Homeless Encampment,HE_CLEAN,UNFUNDED,CCD7,31Z,399 105TH AVE,Oakland,CA,37.72937498,-122.180621
