County,State,Combined_Key,3/1/2020,4/1/2020,5/1/2020,6/1/2020
Unassigned,Iowa,"Unassigned, Iowa, US",0,0,63,1
Unassigned,Kansas,"Unassigned, Kansas, US",0,0,0,0
Unassigned,Kentucky,"Unassigned, Kentucky, US",0,18,53,14
Unassigned,Louisiana,"Unassigned, Louisiana, US",0,28,63,84
Unassigned,Maine,"Unassigned, Maine, US",0,6,0,1
Unassigned,Maryland,"Unassigned, Maryland, US",0,0,0,0
Unassigned,Massachusetts,"Unassigned, Massachusetts, US",0,251,397,340
Unassigned,Michigan,"Unassigned, Michigan, US",0,142,16,2
Unassigned,Minnesota,"Unassigned, Minnesota, US",0,0,13,88
Unassigned,Mississippi,"Unassigned, Mississippi, US",0,0,0,0
Unassigned,Missouri,"Unassigned, Missouri, US",0,0,0,0
Unassigned,Montana,"Unassigned, Montana, US",0,0,0,0
Unassigned,Nebraska,"Unassigned, Nebraska, US",0,3,0,215
Unassigned,Nevada,"Unassigned, Nevada, US",0,148,0,0
Unassigned,New Hampshire,"Unassigned, New Hampshire, US",0,0,15,6
Unassigned,New Jersey,"Unassigned, New Jersey, US",0,4512,583,452
Unassigned,New Mexico,"Unassigned, New Mexico, US",0,0,0,225
Unassigned,New York,"Unassigned, New York, US",0,0,0,0
Unassigned,North Carolina,"Unassigned, North Carolina, US",0,0,0,0
Unassigned,North Dakota,"Unassigned, North Dakota, US",0,0,0,0
Unassigned,Ohio,"Unassigned, Ohio, US",0,0,0,0
Unassigned,Oklahoma,"Unassigned, Oklahoma, US",0,0,0,43
Unassigned,Oregon,"Unassigned, Oregon, US",0,0,0,0
Unassigned,Pennsylvania,"Unassigned, Pennsylvania, US",0,0,0,0
Unassigned,Rhode Island,"Unassigned, Rhode Island, US",0,160,1104,1920
Unassigned,South Carolina,"Unassigned, South Carolina, US",0,0,0,0
Unassigned,South Dakota,"Unassigned, South Dakota, US",0,0,0,0
Unassigned,Tennessee,"Unassigned, Tennessee, US",0,442,33,92
Unassigned,Texas,"Unassigned, Texas, US",0,0,0,0
Unassigned,Utah,"Unassigned, Utah, US",0,0,0,0
Unassigned,Vermont,"Unassigned, Vermont, US",0,14,3,5
Unassigned,Virginia,"Unassigned, Virginia, US",0,0,0,0
Unassigned,Washington,"Unassigned, Washington, US",0,303,77,75
Unassigned,West Virginia,"Unassigned, West Virginia, US",0,0,0,0
Unassigned,Wisconsin,"Unassigned, Wisconsin, US",0,0,0,0
Unassigned,Wyoming,"Unassigned, Wyoming, US",0,0,0,0
Dukes and Nantucket,Massachusetts,"Dukes and Nantucket,Massachusetts,US",0,11,29,53
Kansas City,Missouri,"Kansas City,Missouri,US",0,128,578,1219
Michigan Department of Corrections (MDOC),Michigan,"Michigan Department of Corrections (MDOC), Michigan, US",0,0,1560,3933
Federal Correctional Institution (FCI),Michigan,"Federal Correctional Institution (FCI), Michigan, US",0,0,90,146
Bear River,Utah,"Bear River, Utah, US",0,7,61,246
Central Utah,Utah,"Central Utah, Utah, US",0,0,23,38
Southeast Utah,Utah,"Southeast Utah, Utah, US",0,0,13,24
Southwest Utah,Utah,"Southwest Utah, Utah, US",0,0,101,454
TriCounty,Utah,"TriCounty, Utah, US",0,0,13,21
Weber-Morgan,Utah,"Weber-Morgan, Utah, US",0,41,162,303
