congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
96,house,r000469,john,harbin,rousselot,,11/1/1927,ca,r,yes,1/15/1979,51.2
96,house,g000291,william,f.,goodling,,12/5/1927,pa,r,yes,1/15/1979,51.1
96,house,r000458,daniel,david,rostenkowski,,1/2/1928,il,d,yes,1/15/1979,51
96,house,s000762,fernand,joseph,st. germain,,1/9/1928,ri,d,yes,1/15/1979,51
96,house,s000669,marion,gene,snyder,,1/26/1928,ky,r,yes,1/15/1979,51
96,house,t000075,gene,,taylor,,2/10/1928,mo,r,yes,1/15/1979,50.9
96,house,b001008,john,hall,buchanan,jr.,3/19/1928,al,r,yes,1/15/1979,50.8
96,house,a000215,bill,,archer,,3/22/1928,tx,r,yes,1/15/1979,50.8
96,house,a000214,douglas,earl,applegate,,3/27/1928,oh,d,yes,1/15/1979,50.8
96,house,s000718,floyd,,spence,,4/9/1928,sc,r,yes,1/15/1979,50.8
96,house,l000506,manuel,,lujn,jr.,5/12/1928,nm,r,yes,1/15/1979,50.7
96,house,a000170,jerome,anthony,ambro,jr.,6/27/1928,ny,d,yes,1/15/1979,50.6
96,house,t000362,david,conner,treen,,7/16/1928,la,r,yes,1/15/1979,50.5
96,house,f000380,william,eldridge,frenzel,,7/31/1928,mn,r,yes,1/15/1979,50.5
96,house,e000084,william,jackson,edwards,,9/20/1928,al,r,yes,1/15/1979,50.3
96,house,a000221,john,milan,ashbrook,,9/21/1928,oh,r,yes,1/15/1979,50.3
96,house,f000161,floyd,james,fithian,,11/3/1928,in,d,yes,1/15/1979,50.2
96,house,s000423,paul,martin,simon,,11/29/1928,il,d,yes,1/15/1979,50.1
96,house,g000349,willis,david,gradison,jr.,12/28/1928,oh,r,yes,1/15/1979,50
96,house,l000381,marilyn,laird,lloyd,,1/3/1929,tn,d,yes,1/15/1979,50
96,house,o000134,richard,lawrence,ottinger,,1/27/1929,ny,d,yes,1/15/1979,50
96,house,f000239,thomas,stephen,foley,,3/6/1929,wa,d,yes,1/15/1979,49.9
96,house,m001123,raphael,john,musto,,3/30/1929,pa,d,no,1/15/1979,49.8
96,house,c000523,william,floyd,clinger,jr.,4/4/1929,pa,r,no,1/15/1979,49.8
96,house,c000807,robert,lawrence,coughlin,,4/11/1929,pa,r,yes,1/15/1979,49.8
96,house,c000714,john,,conyers,jr.,5/16/1929,mi,d,yes,1/15/1979,49.7
96,house,b000024,robert,edward,badham,,6/9/1929,ca,r,yes,1/15/1979,49.6
96,house,s000146,richard,taylor,schulze,,8/7/1929,pa,r,yes,1/15/1979,49.4
96,house,k000190,thomas,norman,kindness,,8/26/1929,oh,r,yes,1/15/1979,49.4
96,house,k000172,dale,e.,kildee,,9/16/1929,mi,d,yes,1/15/1979,49.3
96,house,d000044,william,edwin,dannemeyer,,9/22/1929,ca,r,no,1/15/1979,49.3
96,house,b000029,louis,arthur,bafalis,,9/28/1929,fl,r,yes,1/15/1979,49.3
96,house,g000417,sedgwick,william,green,,10/16/1929,ny,r,yes,1/15/1979,49.2
96,house,m000264,nicholas,james,mavroules,,11/1/1929,ma,d,no,1/15/1979,49.2
96,house,s000795,arlan,ingehart,stangeland,,2/8/1930,mn,r,yes,1/15/1979,48.9
96,house,h000448,willie,gathrel,hefner,,4/11/1930,nc,d,yes,1/15/1979,48.8
96,house,j000148,james,paul,johnson,,6/2/1930,co,r,yes,1/15/1979,48.6
96,house,r000053,charles,b.,rangel,,6/11/1930,ny,d,yes,1/15/1979,48.6
96,house,s000675,gerald,brooks hunt,solomon,,8/14/1930,ny,r,no,1/15/1979,48.4
96,house,i000029,andrew,poysell,ireland,,8/23/1930,fl,d,yes,1/15/1979,48.4
96,house,h000171,george,vernon,hansen,,9/14/1930,id,r,yes,1/15/1979,48.3
96,house,c000873,philip,m.,crane,,11/3/1930,il,r,yes,1/15/1979,48.2
96,house,y000031,c.,w. bill,young,,12/16/1930,fl,r,yes,1/15/1979,48.1
96,house,b000839,jack,thomas,brinkley,,12/22/1930,ga,d,yes,1/15/1979,48.1
96,house,l000265,elliott,harris,levitas,,12/26/1930,ga,d,yes,1/15/1979,48.1
96,house,m000527,stewart,brett,mckinney,,1/30/1931,ct,r,yes,1/15/1979,48
96,house,e000198,arlen,ingolf,erdahl,,2/27/1931,mn,r,no,1/15/1979,47.9
96,house,b001113,william,dean,burlison,,3/15/1931,mo,d,yes,1/15/1979,47.8
96,house,l000243,norman,frederick,lent,,3/23/1931,ny,r,yes,1/15/1979,47.8
96,house,v000112,harold,lee,volkmer,,4/4/1931,mo,d,yes,1/15/1979,47.8
96,house,h000114,lee,herbert,hamilton,,4/20/1931,in,d,yes,1/15/1979,47.7
96,house,c000488,william,lacy,clay,sr.,4/30/1931,mo,d,yes,1/15/1979,47.7
96,house,l000180,james,marvin,leath,,5/6/1931,tx,d,no,1/15/1979,47.7
96,house,h000440,margaret,m.,heckler,,6/21/1931,ma,r,yes,1/15/1979,47.6
96,house,t000356,jerome,bob,traxler,,7/21/1931,mi,d,yes,1/15/1979,47.5
96,house,v000027,guy,adrian,vander jagt,,8/26/1931,mi,r,yes,1/15/1979,47.4
96,house,r000262,matthew,john,rinaldo,,9/1/1931,nj,r,yes,1/15/1979,47.4
96,house,c000634,cardiss,,collins,,9/24/1931,il,d,yes,1/15/1979,47.3
96,house,p000170,donald,james,pease,,9/26/1931,oh,d,yes,1/15/1979,47.3
96,house,m000399,joseph,michael,mcdade,,9/29/1931,pa,r,yes,1/15/1979,47.3
96,house,e000258,thomas,beverley,evans,jr.,11/5/1931,de,r,yes,1/15/1979,47.2
96,house,s000810,fortney,h.,stark,,11/11/1931,ca,d,yes,1/15/1979,47.2
96,house,m000794,norman,yoshio,mineta,,11/12/1931,ca,d,yes,1/15/1979,47.2
96,house,s000465,ike,,skelton,,12/20/1931,mo,d,yes,1/15/1979,47.1
96,house,r000012,thomas,fisher,railsback,,1/22/1932,il,r,yes,1/15/1979,47
96,house,s000394,elmer,greinert,shuster,,1/23/1932,pa,r,yes,1/15/1979,47
96,house,j000033,andrew,,jacobs,jr.,2/24/1932,in,d,yes,1/15/1979,46.9
96,house,m001101,morgan,francis,murphy,,4/16/1932,il,d,yes,1/15/1979,46.7
96,house,m001120,john,p.,murtha,,6/17/1932,pa,d,yes,1/15/1979,46.6
96,house,b001220,beverly,barton butcher,byron,,7/27/1932,md,d,no,1/15/1979,46.5
96,house,d000131,robert,william,davis,,7/31/1932,mi,r,no,1/15/1979,46.5
96,house,h000930,william,john,hughes,,10/17/1932,nj,d,yes,1/15/1979,46.2
96,house,b000682,david,reece,bowen,,10/21/1932,ms,d,yes,1/15/1979,46.2
96,house,b000318,anthony,charles,beilenson,,10/26/1932,ca,d,yes,1/15/1979,46.2
96,house,m000291,romano,louis,mazzoli,,11/2/1932,ky,d,yes,1/15/1979,46.2
96,house,b001153,john,lowell,burton,,12/15/1932,ca,d,yes,1/15/1979,46.1
96,house,p000574,carl,duane,pursell,,12/19/1932,mi,r,yes,1/15/1979,46.1
96,house,j000083,edgar,lanier,jenkins,,1/4/1933,ga,d,yes,1/15/1979,46
96,house,g000047,robert,,garcia,,1/9/1933,ny,d,yes,1/15/1979,46
96,house,e000013,joseph,daniel,early,,1/31/1933,ma,d,yes,1/15/1979,46
96,house,d000435,robert,kenneth,dornan,,4/3/1933,ca,r,yes,1/15/1979,45.8
96,house,w000570,charles,,wilson,,6/1/1933,tx,d,yes,1/15/1979,45.6
96,house,y000033,don,e.,young,,6/9/1933,ak,r,yes,1/15/1979,45.6
96,house,l000192,gary,alcide,lee,,8/18/1933,ny,r,no,1/15/1979,45.4
96,house,f000430,don,,fuqua,,8/20/1933,fl,d,yes,1/15/1979,45.4
96,house,g000386,charles,e.,grassley,,9/17/1933,ia,r,yes,1/15/1979,45.3
96,house,h000776,larry,jones,hopkins,,10/25/1933,ky,r,no,1/15/1979,45.2
96,house,a000103,william,vollie,alexander,jr.,1/16/1934,ar,d,yes,1/15/1979,45
96,house,m001044,ronald,milton,mottl,,2/6/1934,oh,d,yes,1/15/1979,44.9
96,house,l000167,anthony,claude,leach,jr.,3/30/1934,la,d,no,1/15/1979,44.8
96,house,s000320,richard,c.,shelby,,5/6/1934,al,d,no,1/15/1979,44.7
96,house,j000072,james,m.,jeffords,,5/11/1934,vt,r,yes,1/15/1979,44.7
96,house,r000067,william,richard,ratchford,,5/24/1934,ct,d,no,1/15/1979,44.6
96,house,g000226,ronald,bryan,ginn,,5/31/1934,ga,d,yes,1/15/1979,44.6
96,house,s000393,norman,david,shumway,,7/28/1934,ca,r,no,1/15/1979,44.5
96,house,d000373,julian,c.,dixon,,8/8/1934,ca,d,no,1/15/1979,44.4
96,house,o000006,james,l.,oberstar,,9/10/1934,mn,d,yes,1/15/1979,44.3
96,house,l000274,jerry,,lewis,,10/21/1934,ca,r,no,1/15/1979,44.2
96,house,p000121,jerry,mumford,patterson,,10/25/1934,ca,d,yes,1/15/1979,44.2
96,house,n000016,stephen,lybrook,neal,,11/7/1934,nc,d,yes,1/15/1979,44.2
96,house,h000719,kenneth,lamar,holland,,11/24/1934,sc,d,yes,1/15/1979,44.1
96,house,n000163,henry,james,nowak,,2/21/1935,ny,d,yes,1/15/1979,43.9
96,house,m000413,lawrence,patton,mcdonald,,4/1/1935,ga,d,yes,1/15/1979,43.8
96,house,p000444,john,edward,porter,,6/1/1935,il,r,no,1/15/1979,43.6
96,house,k000086,jack,french,kemp,,7/13/1935,ny,r,yes,1/15/1979,43.5
96,house,b000363,adam,,benjamin,jr.,8/6/1935,in,d,yes,1/15/1979,43.4
96,house,m000139,ronald,charles,marlenee,,8/8/1935,mt,r,yes,1/15/1979,43.4
96,house,p000583,ronald,e.,paul,,8/20/1935,tx,r,no,1/15/1979,43.4
96,house,f000088,geraldine,anne,ferraro,,8/26/1935,ny,d,no,1/15/1979,43.4
96,house,s001115,allan,byron,swift,,9/12/1935,wa,d,no,1/15/1979,43.3
96,house,d000222,ronald,vernie,dellums,,11/24/1935,ca,d,yes,1/15/1979,43.1
96,house,m000183,james,grubbs,martin,,12/11/1935,nc,r,yes,1/15/1979,43.1
96,house,b000422,edwin,ruthvin,bethune,jr.,12/19/1935,ar,r,no,1/15/1979,43.1
96,house,c000871,daniel,bever,crane,,1/10/1936,il,r,no,1/15/1979,43
96,house,m000041,edward,rell,madigan,,1/13/1936,il,r,yes,1/15/1979,43
96,house,d000037,robert,williams,daniel,jr.,3/17/1936,va,r,yes,1/15/1979,42.8
96,house,j000099,john,wilson,jenrette,jr.,5/19/1936,sc,d,yes,1/15/1979,42.7
96,house,m000702,barbara,a.,mikulski,,7/20/1936,md,d,yes,1/15/1979,42.5
96,house,d000267,butler,carson,derrick,jr.,9/30/1936,sc,d,yes,1/15/1979,42.3
96,house,b000620,don,leroy,bonker,,3/7/1937,wa,d,yes,1/15/1979,41.9
96,house,b000244,robert,edmund,bauman,,4/4/1937,md,r,yes,1/15/1979,41.8
96,house,s001040,gerry,eastman,studds,,5/12/1937,ma,d,yes,1/15/1979,41.7
96,house,d000446,charles,francis,dougherty,,6/26/1937,pa,r,no,1/15/1979,41.6
96,house,h000878,carroll,,hubbard,jr.,7/7/1937,ky,d,yes,1/15/1979,41.5
96,house,e000077,marvin,henry,edwards,,7/12/1937,ok,r,yes,1/15/1979,41.5
96,house,s000058,james,david,santini,,8/13/1937,nv,d,yes,1/15/1979,41.4
96,house,f000208,ronnie,gene,flippo,,8/15/1937,al,d,yes,1/15/1979,41.4
96,house,f000215,james,joseph,florio,,8/29/1937,nj,d,yes,1/15/1979,41.4
96,house,d000017,norman,edward,d'amours,,10/14/1937,nh,d,yes,1/15/1979,41.3
96,house,w000520,john,patrick,williams,,10/30/1937,mt,d,no,1/15/1979,41.2
96,house,e000208,allen,edward,ertel,,11/7/1937,pa,d,yes,1/15/1979,41.2
96,house,a000213,beryl,franklin,anthony,jr.,2/21/1938,ar,d,no,1/15/1979,40.9
96,house,s000005,martin,olav,sabo,,2/28/1938,mn,d,no,1/15/1979,40.9
96,house,s001138,steven,douglas,symms,,4/23/1938,id,r,yes,1/15/1979,40.7
96,house,l000187,raymond,francis,lederer,,5/19/1938,pa,d,yes,1/15/1979,40.7
96,house,p000047,leon,edward,panetta,,6/28/1938,ca,d,yes,1/15/1979,40.6
96,house,g000268,barry,morris,goldwater,jr.,7/15/1938,ca,r,yes,1/15/1979,40.5
96,house,a000224,leslie,,aspin,,7/21/1938,wi,d,yes,1/15/1979,40.5
96,house,o000007,david,ross,obey,,10/3/1938,wi,d,yes,1/15/1979,40.3
96,house,r000459,toby,a.,roth,,10/10/1938,wi,r,no,1/15/1979,40.3
96,house,s000851,charles,w.,stenholm,,10/26/1938,tx,d,no,1/15/1979,40.2
96,house,m000473,matthew,francis,mchugh,,12/6/1938,ny,d,yes,1/15/1979,40.1
96,house,w000194,wes,,watkins,,12/15/1938,ok,d,yes,1/15/1979,40.1
96,house,h000722,harold,capistran,hollenbeck,,12/29/1938,nj,r,yes,1/15/1979,40
96,house,l000516,stanley,nelson,lundine,,2/4/1939,ny,d,yes,1/15/1979,39.9
96,house,l000486,michael,edward,lowry,,3/8/1939,wa,d,no,1/15/1979,39.9
96,house,m000058,gene,andrew,maguire,,3/11/1939,nj,d,yes,1/15/1979,39.8
96,house,j000232,james,robert,jones,,5/5/1939,ok,d,yes,1/15/1979,39.7
96,house,c000773,thomas,joseph,corcoran,,5/23/1939,il,r,yes,1/15/1979,39.6
96,house,r000436,charles,grandison,rose,iii,8/10/1939,nc,d,yes,1/15/1979,39.4
96,house,b000280,robin,leo,beard,jr.,8/21/1939,tn,r,yes,1/15/1979,39.4
96,house,w000215,henry,a.,waxman,,9/12/1939,ca,d,yes,1/15/1979,39.3
96,house,w000426,robert,russell,whittaker,,9/18/1939,ks,r,no,1/15/1979,39.3
96,house,w000647,timothy,e.,wirth,,9/22/1939,co,d,yes,1/15/1979,39.3
96,house,m000923,william,henson,moore,iii,10/4/1939,la,r,yes,1/15/1979,39.3
96,house,b000403,douglas,k.,bereuter,,10/6/1939,ne,r,no,1/15/1979,39.3
96,house,l000556,john,j.,lafalce,,10/6/1939,ny,d,yes,1/15/1979,39.3
96,house,m000143,david,daniel,marriott,,11/2/1939,ut,r,yes,1/15/1979,39.2
96,house,w000682,howard,eliot,wolpe,iii,11/3/1939,mi,d,no,1/15/1979,39.2
96,house,h000206,thomas,,harkin,,11/19/1939,ia,d,yes,1/15/1979,39.2
96,house,b000279,edward,peter,beard,,1/20/1940,ri,d,yes,1/15/1979,39
96,house,o000001,mary,rose,oakar,,3/5/1940,oh,d,yes,1/15/1979,38.9
96,house,p000265,thomas,e.,petri,,5/28/1940,wi,r,no,1/15/1979,38.6
96,house,c000079,carroll,ashmore,campbell,jr.,7/24/1940,sc,r,no,1/15/1979,38.5
96,house,s000142,patricia,scott,schroeder,,7/30/1940,co,d,yes,1/15/1979,38.5
96,house,s000673,stephen,joshua,solarz,,9/12/1940,ny,d,yes,1/15/1979,38.3
96,house,f000329,wyche,,fowler,jr.,10/6/1940,ga,d,yes,1/15/1979,38.3
96,house,v000087,bruce,f.,vento,,10/7/1940,mn,d,yes,1/15/1979,38.3
96,house,r000277,donald,lawrence,ritter,,10/21/1940,pa,r,no,1/15/1979,38.2
96,house,m000244,marvin,dawson,mathis,,11/30/1940,ga,d,yes,1/15/1979,38.1
96,house,e000184,glenn,lee,english,jr.,11/30/1940,ok,d,yes,1/15/1979,38.1
96,house,d000327,norman,d.,dicks,,12/16/1940,wa,d,yes,1/15/1979,38.1
96,house,w000044,douglas,,walgren,,12/28/1940,pa,d,yes,1/15/1979,38
96,house,c000344,richard,bruce,cheney,,1/30/1941,wy,r,no,1/15/1979,38
96,house,g000132,richard,andrew,gephardt,,1/31/1941,mo,d,yes,1/15/1979,38
96,house,p000097,charles,,pashayan,jr.,3/27/1941,ca,r,no,1/15/1979,37.8
96,house,h000901,thomas,jerald,huckaby,,7/19/1941,la,d,yes,1/15/1979,37.5
96,house,h000752,elizabeth,,holtzman,,8/11/1941,ny,d,yes,1/15/1979,37.4
96,house,k000304,raymond,peter,kogovsek,,8/19/1941,co,d,no,1/15/1979,37.4
96,house,g000402,william,herbert,gray,iii,8/20/1941,pa,d,no,1/15/1979,37.4
96,house,b000862,william,mcnulty,brodhead,,9/12/1941,mi,d,yes,1/15/1979,37.3
96,house,m000249,robert,t.,matsui,,9/17/1941,ca,d,no,1/15/1979,37.3
96,house,l000447,trent,,lott,,10/9/1941,ms,r,yes,1/15/1979,37.3
96,house,w000777,joseph,peyton,wyatt,jr.,10/12/1941,tx,d,no,1/15/1979,37.3
96,house,c000809,james,andrew,courter,,10/14/1941,nj,r,no,1/15/1979,37.3
96,house,e000233,billy,lee,evans,,11/10/1941,ga,d,yes,1/15/1979,37.2
96,house,t000188,william,m.,thomas,,12/6/1941,ca,r,no,1/15/1979,37.1
96,house,f000392,jonas,,frost,iii,1/1/1942,tx,d,no,1/15/1979,37
96,house,h000074,tony,p.,hall,,1/16/1942,oh,d,no,1/15/1979,37
96,house,k000322,kenneth,bentley,kramer,,2/19/1942,co,r,no,1/15/1979,36.9
96,house,d000183,huey,joel,deckard,,3/7/1942,in,r,no,1/15/1979,36.9
96,house,h000641,jon,clifton,hinson,,3/16/1942,ms,r,no,1/15/1979,36.8
96,house,c000581,anthony,lee,coelho,,6/15/1942,ca,d,no,1/15/1979,36.6
96,house,c000165,william,,carney,,7/1/1942,ny,r,no,1/15/1979,36.5
96,house,g000365,phil,,gramm,,7/8/1942,tx,d,no,1/15/1979,36.5
96,house,s000294,philip,riley,sharp,,7/15/1942,in,d,yes,1/15/1979,36.5
96,house,b000538,james,johnston,blanchard,,8/8/1942,mi,d,yes,1/15/1979,36.4
96,house,w000528,lyle,,williams,,8/23/1942,oh,r,no,1/15/1979,36.4
96,house,n000032,bill,,nelson,,9/29/1942,fl,d,no,1/15/1979,36.3
96,house,f000053,victor,herbert,fazio,jr.,10/11/1942,ca,d,no,1/15/1979,36.3
96,house,l000169,james,a.,leach,,10/15/1942,ia,r,yes,1/15/1979,36.3
96,house,a000337,les,,aucoin,,10/21/1942,or,d,yes,1/15/1979,36.2
96,house,d000125,mendel,jackson,davis,,10/23/1942,sc,d,yes,1/15/1979,36.2
96,house,h000144,kent,ronald,hance,,11/14/1942,tx,d,no,1/15/1979,36.2
96,house,w000068,robert,smith,walker,,12/23/1942,pa,r,yes,1/15/1979,36.1
96,house,c000178,milton,robert,carr,,3/27/1943,mi,d,yes,1/15/1979,35.8
96,house,l000371,robert,linligthgow,livingston,jr.,4/30/1943,la,r,yes,1/15/1979,35.7
96,house,m001132,michael,joseph,myers,,5/4/1943,pa,d,yes,1/15/1979,35.7
96,house,c000618,earl,thomas,coleman,,5/29/1943,mo,r,yes,1/15/1979,35.6
96,house,e000043,robert,william,edgar,,5/29/1943,pa,d,yes,1/15/1979,35.6
96,house,t000058,william,j.,tauzin,,6/14/1943,la,d,no,1/15/1979,35.6
96,house,s000244,f.,james,sensenbrenner,jr.,6/14/1943,wi,r,no,1/15/1979,35.6
96,house,g000225,newton,leroy,gingrich,,6/17/1943,ga,r,no,1/15/1979,35.6
96,house,m000260,james,albon,mattox,,8/29/1943,tx,d,yes,1/15/1979,35.4
96,house,b000160,michael,darr,barnes,,9/3/1943,md,d,no,1/15/1979,35.4
96,house,h000012,thomas,michael,hagedorn,,11/27/1943,mn,r,yes,1/15/1979,35.1
96,house,n000127,richard,m.,nolan,,12/17/1943,mn,d,yes,1/15/1979,35.1
96,house,r000543,martin,anthony,russo,,1/23/1944,il,d,yes,1/15/1979,35
96,house,m000688,daniel,andrew,mica,,2/4/1944,fl,d,no,1/15/1979,34.9
96,house,b000780,john,b.,breaux,,3/1/1944,la,d,yes,1/15/1979,34.9
96,house,d000388,christopher,j.,dodd,,5/27/1944,ct,d,yes,1/15/1979,34.6
96,house,m000839,anthony,john,moffett,jr.,8/18/1944,ct,d,yes,1/15/1979,34.4
96,house,g000240,daniel,robert,glickman,,11/24/1944,ks,d,yes,1/15/1979,34.1
96,house,l000237,george,thomas,leland,,11/27/1944,tx,d,no,1/15/1979,34.1
96,house,b000615,william,hill,boner,,2/14/1945,tn,d,no,1/15/1979,33.9
96,house,m000725,george,,miller,,5/17/1945,ca,d,yes,1/15/1979,33.7
96,house,f000261,harold,eugene,ford,,5/20/1945,tn,d,yes,1/15/1979,33.7
96,house,b000619,david,e.,bonior,,6/6/1945,mi,d,yes,1/15/1979,33.6
96,house,b000037,donald,allen,bailey,,7/21/1945,pa,d,no,1/15/1979,33.5
96,house,c000261,john,joseph,cavanaugh,,8/1/1945,ne,d,yes,1/15/1979,33.5
96,house,d000416,brian,joseph,donnelly,,3/2/1946,ma,d,no,1/15/1979,32.9
96,house,m000133,edward,j.,markey,,7/11/1946,ma,d,yes,1/15/1979,32.5
96,house,l000396,thomas,gilbert,loeffler,,8/1/1946,tx,r,no,1/15/1979,32.5
96,house,e000239,david,walter,evans,,8/17/1946,in,d,yes,1/15/1979,32.4
96,house,l000517,daniel,e.,lungren,,9/22/1946,ca,r,no,1/15/1979,32.3
96,house,k000319,peter,houston,kostmayer,,9/27/1946,pa,d,yes,1/15/1979,32.3
96,house,s000935,david,alan,stockman,,11/10/1946,mi,r,yes,1/15/1979,32.2
96,house,t000367,paul,seward,trible,jr.,12/29/1946,va,r,yes,1/15/1979,32
96,house,q000007,james,danforth,quayle,,2/4/1947,in,r,yes,1/15/1979,31.9
96,house,s000663,olympia,j.,snowe,,2/21/1947,me,r,no,1/15/1979,31.9
96,house,d000064,thomas,a.,daschle,,12/9/1947,sd,d,no,1/15/1979,31.1
96,house,g000321,albert,arnold,gore,jr.,3/31/1948,tn,d,yes,1/15/1979,30.8
96,house,e000175,david,farnham,emery,,9/1/1948,me,r,yes,1/15/1979,30.4
96,house,d000471,thomas,joseph,downey,,1/28/1949,ny,d,yes,1/15/1979,30
96,house,r000011,nick,j.,rahall,ii,5/20/1949,wv,d,yes,1/15/1979,29.7
96,house,t000053,thomas,joseph,tauke,,10/11/1950,ia,r,no,1/15/1979,28.3
96,house,s001139,michael,lynn,synar,,10/17/1950,ok,d,no,1/15/1979,28.2
96,house,s000286,james,michael,shannon,,4/4/1952,ma,d,no,1/15/1979,26.8
96,senate,y000047,milton,ruben,young,,1897-12-06,nd,r,yes,1/15/1979,81.1
96,senate,s000852,john,cornelius,stennis,,8/3/1901,ms,d,yes,1/15/1979,77.5
96,senate,r000046,jennings,,randolph,,3/8/1902,wv,d,yes,1/15/1979,76.9
96,senate,t000254,j.,strom,thurmond,,12/5/1902,sc,r,yes,1/15/1979,76.1
96,senate,j000064,jacob,koppel,javits,,5/18/1904,ny,r,yes,1/15/1979,74.7
96,senate,m000053,warren,grant,magnuson,,4/12/1905,wa,d,yes,1/15/1979,73.8
96,senate,h000384,samuel,ichiye,hayakawa,,7/18/1906,ca,r,yes,1/15/1979,72.5
96,senate,b001077,quentin,northrup,burdick,,6/19/1908,nd,d,yes,1/15/1979,70.6
96,senate,g000267,barry,morris,goldwater,,1/1/1909,az,r,yes,1/15/1979,70
96,senate,r000191,abraham,alexander,ribicoff,,4/9/1910,ct,d,yes,1/15/1979,68.8
96,senate,c000120,howard,walter,cannon,,1/26/1912,nv,d,yes,1/15/1979,67
96,senate,j000013,henry,martin,jackson,,5/31/1912,wa,d,yes,1/15/1979,66.6
96,senate,s000776,robert,theodore,stafford,,8/8/1913,vt,r,yes,1/15/1979,65.4
96,senate,t000035,herman,eugene,talmadge,,8/9/1913,ga,d,yes,1/15/1979,65.4
96,senate,m001121,edmund,sixtus,muskie,,3/28/1914,me,d,yes,1/15/1979,64.8
96,senate,c000877,alan,,cranston,,6/19/1914,ca,d,yes,1/15/1979,64.6
96,senate,b001209,harry,flood,byrd,jr.,12/20/1914,va,i,yes,1/15/1979,64.1
96,senate,p000553,william,,proxmire,,11/11/1915,wi,d,yes,1/15/1979,63.2
96,senate,n000033,gaylord,anton,nelson,,6/4/1916,wi,d,yes,1/15/1979,62.6
96,senate,m000250,spark,masayuki,matsunaga,,10/8/1916,hi,d,yes,1/15/1979,62.3
96,senate,m000678,howard,morton,metzenbaum,,6/4/1917,oh,d,yes,1/15/1979,61.6
96,senate,b001210,robert,c.,byrd,,11/20/1917,wv,d,yes,1/15/1979,61.2
96,senate,l000428,russell,billiu,long,,11/3/1918,la,d,yes,1/15/1979,60.2
96,senate,p000193,claiborne,de borda,pell,,11/22/1918,ri,d,yes,1/15/1979,60.1
96,senate,p000222,charles,harting,percy,,9/27/1919,il,r,yes,1/15/1979,59.3
96,senate,w000502,harrison,arlington,williams,jr.,12/10/1919,nj,d,yes,1/15/1979,59.1
96,senate,b000401,lloyd,millard,bentsen,jr.,2/11/1921,tx,d,yes,1/15/1979,57.9
96,senate,h000445,howell,thomas,heflin,,6/19/1921,al,d,no,1/15/1979,57.6
96,senate,g000236,john,herschel,glenn,jr.,7/18/1921,oh,d,yes,1/15/1979,57.5
96,senate,r000460,william,v.,roth,jr.,7/22/1921,de,r,yes,1/15/1979,57.5
96,senate,e000284,j.,james,exon,,8/9/1921,ne,d,no,1/15/1979,57.4
96,senate,b000351,henry,louis,bellmon,,9/3/1921,ok,r,yes,1/15/1979,57.4
96,senate,h000463,jesse,,helms,,10/18/1921,nc,r,yes,1/15/1979,57.2
96,senate,h000725,ernest,f.,hollings,,1/1/1922,sc,d,yes,1/15/1979,57
96,senate,h000343,mark,odom,hatfield,,7/12/1922,or,r,yes,1/15/1979,56.5
96,senate,m000452,george,stanley,mcgovern,,7/19/1922,sd,d,yes,1/15/1979,56.5
96,senate,m000241,charles,mccurdy,mathias,jr.,7/24/1922,md,r,yes,1/15/1979,56.5
96,senate,l000148,paul,dominque,laxalt,,8/2/1922,nv,r,yes,1/15/1979,56.5
96,senate,c000269,john,hubbard,chafee,,10/22/1922,ri,r,yes,1/15/1979,56.2
96,senate,d000401,robert,joseph,dole,,7/22/1923,ks,r,yes,1/15/1979,55.5
96,senate,s000888,ted,f.,stevens,,11/18/1923,ak,r,yes,1/15/1979,55.2
96,senate,c000388,frank,forrester,church,,7/25/1924,id,d,yes,1/15/1979,54.5
96,senate,m000635,john,,melcher,,9/6/1924,mt,d,yes,1/15/1979,54.4
96,senate,i000025,daniel,k.,inouye,,9/7/1924,hi,d,yes,1/15/1979,54.4
96,senate,f000268,wendell,hampton,ford,,9/8/1924,ky,d,yes,1/15/1979,54.4
96,senate,m000346,james,albertus,mcclure,,12/27/1924,id,r,yes,1/15/1979,54.1
96,senate,b001057,dale,,bumpers,,8/12/1925,ar,d,yes,1/15/1979,53.4
96,senate,t000322,john,goodwin,tower,,9/29/1925,tx,r,yes,1/15/1979,53.3
96,senate,m000956,robert,burren,morgan,,10/5/1925,nc,d,yes,1/15/1979,53.3
96,senate,b000063,howard,henry,baker,jr.,11/15/1925,tn,r,yes,1/15/1979,53.2
96,senate,h000905,walter,darlington,huddleston,,4/15/1926,ky,d,yes,1/15/1979,52.8
96,senate,s000159,richard,schultz,schweiker,,6/1/1926,pa,r,yes,1/15/1979,52.6
96,senate,h000374,paula,,hawkins,,1/24/1927,fl,r,no,1/15/1979,52
96,senate,w000154,john,w.,warner,,2/18/1927,va,r,yes,1/15/1979,51.9
96,senate,m001054,daniel,patrick,moynihan,,3/16/1927,ny,d,yes,1/15/1979,51.8
96,senate,b000254,birch,evans,bayh,,1/22/1928,in,d,yes,1/15/1979,51
96,senate,s000962,richard,bernard,stone,,9/22/1928,fl,d,yes,1/15/1979,50.3
96,senate,z000013,edward,,zorinsky,,11/11/1928,ne,d,yes,1/15/1979,50.2
96,senate,j000101,roger,william,jepsen,,12/23/1928,ia,r,no,1/15/1979,50.1
